id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
100114019	20020131	1	900000000000207008	60260004	en	900000000000013009	Histidine	900000000000020002
100130010	20020131	1	900000000000207008	60271003	en	900000000000013009	Neural tube	900000000000020002
100205018	20020131	1	900000000000207008	60319009	en	900000000000013009	Glans penis	900000000000020002
100208016	20020131	1	900000000000207008	60322006	en	900000000000013009	Embryonic artery	900000000000020002
100209012	20020131	0	900000000000207008	60322006	en	900000000000013009	Embryonic artery, NOS	900000000000020002
100241018	20020131	1	900000000000207008	60342002	en	900000000000013009	Movement disorder	900000000000020002
100242013	20020131	0	900000000000207008	60342002	en	900000000000013009	Movement disorder, NOS	900000000000020002
100304016	20020131	1	900000000000207008	60380001	en	900000000000013009	Narcolepsy	900000000000020002
100305015	20020131	1	900000000000207008	60380001	en	900000000000013009	Paroxysmal sleep	900000000000020002
100306019	20020131	1	900000000000207008	60380001	en	900000000000013009	Gelineau's syndrome	900000000000017005
100310016	20020131	1	900000000000207008	126552007	en	900000000000013009	Neoplasm of vertebral column	900000000000020002
100311017	20020131	1	900000000000207008	126553002	en	900000000000013009	Neoplasm of cervical vertebral column	900000000000020002
1003211000119114	20140131	1	900000000000207008	125411000119107	en	900000000000003001	History of mechanical aortic valve replacement (situation)	900000000000020002
100385018	20020131	1	900000000000207008	60413009	en	900000000000013009	Rib cage	900000000000020002
100386017	20020131	0	900000000000207008	60413009	en	900000000000013009	Rib cage, NOS	900000000000020002
100401013	20020131	0	900000000000207008	60423000	en	900000000000013009	Sinoatrial node dysfunction	900000000000020002
100402018	20020131	1	900000000000207008	60423000	en	900000000000013009	Coronary sinus rhythm disorder	900000000000020002
100470013	20020131	1	900000000000207008	60471000	en	900000000000013009	Sodium compound	900000000000020002
100471012	20020131	0	900000000000207008	60471000	en	900000000000013009	Sodium compound, NOS	900000000000020002
100477011	20020131	1	900000000000207008	60475009	en	900000000000013009	Congenital anomaly of limb	900000000000020002
100478018	20020131	0	900000000000207008	60475009	en	900000000000013009	Congenital anomaly of limb, NOS	900000000000020002
100479014	20020131	0	900000000000207008	60475009	en	900000000000013009	Congenital deformity of limb, NOS	900000000000020002
100480012	20020131	1	900000000000207008	60475009	en	900000000000013009	Congenital deformity of limb	900000000000020002
100508017	20020131	1	900000000000207008	60492000	en	900000000000013009	Disorder of ligament	900000000000020002
100509013	20020131	0	900000000000207008	60492000	en	900000000000013009	Disorder of ligament, NOS	900000000000020002
100515013	20020131	1	900000000000207008	60496002	en	900000000000013009	Skin of foot	900000000000020002
100516014	20020131	0	900000000000207008	60496002	en	900000000000013009	Skin of foot, NOS	900000000000020002
100517017	20020131	1	900000000000207008	60496002	en	900000000000013009	Skin of hindfoot	900000000000020002
100565016	20020131	1	900000000000207008	60530008	en	900000000000013009	Aldehyde	900000000000020002
100566015	20020131	0	900000000000207008	60530008	en	900000000000013009	Aldehyde, NOS	900000000000020002
100580010	20020131	1	900000000000207008	60540006	en	900000000000013009	Cellulitis of external cheek	900000000000020002
100685010	20040731	0	900000000000207008	60600009	en	900000000000013009	Disease of the larynx	900000000000020002
100686011	20020131	0	900000000000207008	60600009	en	900000000000013009	Disease of the larynx, NOS	900000000000020002
100732010	20020131	1	900000000000207008	60631002	en	900000000000013009	Alpha-hemolytic streptococcus	900000000000017005
100767010	20020131	1	900000000000207008	60654006	en	900000000000013009	Radiologic examination of abdomen	900000000000020002
100768017	20020131	0	900000000000207008	60654006	en	900000000000013009	Radiologic examination of abdomen, NOS	900000000000020002
100769013	20020131	0	900000000000207008	60654006	en	900000000000013009	X-ray of abdomen, NOS	900000000000020002
100770014	20020131	0	900000000000207008	60654006	en	900000000000013009	Radiologic procedure on abdomen, NOS	900000000000020002
100771013	20020131	1	900000000000207008	60654006	en	900000000000013009	X-ray of abdomen	900000000000017005
100772018	20020131	1	900000000000207008	60654006	en	900000000000013009	Radiologic procedure on abdomen	900000000000020002
100775016	20020131	1	900000000000207008	60656008	en	900000000000013009	Corneal transplant	900000000000020002
100776015	20020131	0	900000000000207008	60656008	en	900000000000013009	Corneal transplant, NOS	900000000000020002
100777012	20020131	0	900000000000207008	60656008	en	900000000000013009	Grafting of cornea, NOS	900000000000020002
100778019	20020131	1	900000000000207008	60656008	en	900000000000013009	Grafting of cornea	900000000000020002
100823019	20020131	1	900000000000207008	60684003	en	900000000000013009	SAPHO syndrome	900000000000017005
100830013	20020131	1	900000000000207008	60689008	en	900000000000013009	Home care of patient	900000000000020002
100831012	20020131	0	900000000000207008	60689008	en	900000000000013009	Home care of patient, NOS	900000000000020002
100918015	20020131	1	900000000000207008	60737008	en	900000000000013009	Iron overload	900000000000020002
100919011	20020131	0	900000000000207008	60737008	en	900000000000013009	Iron overload, NOS	900000000000020002
100920017	20020131	1	900000000000207008	60737008	en	900000000000013009	Increased storage iron	900000000000020002
100921018	20020131	1	900000000000207008	60737008	en	900000000000013009	Iron excess	900000000000020002
100945019	20020131	1	900000000000207008	60750009	en	900000000000013009	Third cranial nerve disease	900000000000020002
100946018	20020131	0	900000000000207008	60750009	en	900000000000013009	Third cranial nerve disease, NOS	900000000000020002
100947010	20020131	0	900000000000207008	60750009	en	900000000000013009	Oculomotor nerve disorder, NOS	900000000000020002
100948017	20020131	0	900000000000207008	60750009	en	900000000000013009	Third cranial nerve disorder, NOS	900000000000020002
100949013	20020131	0	900000000000207008	60750009	en	900000000000013009	Oculomotor nerve disease, NOS	900000000000020002
100950013	20030131	1	900000000000207008	60750009	en	900000000000013009	Oculomotor nerve disorder	900000000000020002
100951012	20030131	1	900000000000207008	60750009	en	900000000000013009	Third cranial nerve disorder	900000000000020002
100952017	20030131	1	900000000000207008	60750009	en	900000000000013009	Oculomotor nerve disease	900000000000020002
10099016	20020131	1	900000000000207008	5447007	en	900000000000013009	Transfusion	900000000000020002
10100012	20020131	0	900000000000207008	5447007	en	900000000000013009	Transfusion, NOS	900000000000020002
