3134287|S0464492|SNOMEDCT_US|424399016|PT|285407008|285407008||
3132226|S0464498|SNOMEDCT_US|679406011|FN|285407008|285407008||
3714229|S1286670|SNOMEDCT_US|23180010|PT|13579002|13579002||
3707231|S1286781|SNOMEDCT_US|738950015|FN|13579002|13579002||
3700578|S1263181|SNOMEDCT_US|23181014|SY|13579002|13579002||
3120219|S0447763|SNOMEDCT_US|173355016|PT|108821000|108821000||
3122195|S0447763|SNOMEDCT_US|1481036016|PT|386922000|386922000||
3122205|S0447780|SNOMEDCT_US|1185494016|FN|108821000|108821000||
3122206|S0447784|SNOMEDCT_US|1461100014|FN|386922000|386922000||
3970757|S1659871|SNOMEDCT_US|110427017|SY|67517005|67517005||
7564790|S1660315|SNOMEDCT_US||MTH_SY|67517005|67517005||
7564787|S1659893|SNOMEDCT_US||MTH_SY|67517005|67517005||
3962601|S1659692|SNOMEDCT_US|110426014|PT|67517005|67517005||
3962611|S1659714|SNOMEDCT_US|807250014|FN|67517005|67517005||
3118281|S0444554|SNOMEDCT_US|2830014|PT|1039008|1039008||
3120228|S0444554|SNOMEDCT_US|1480950017|PT|386835005|386835005||
4439706|S2230871|SNOMEDCT_US|2831013|SY|1039008|1039008||
4439707|S2230871|SNOMEDCT_US|1491829015|SY|386835005|386835005||
4374351|S2234970|SNOMEDCT_US|1491828011|SY|386835005|386835005||
4442188|S2234970|SNOMEDCT_US|2832018|SY|1039008|1039008||
4442204|S2235003|SNOMEDCT_US|1219037015|SY|1039008|1039008||
3118291|S0444595|SNOMEDCT_US|1185227019|FN|1039008|1039008||
3118361|S0444599|SNOMEDCT_US|1461013018|FN|386835005|386835005||
4527809|S2370047|SNOMEDCT_US|187547015|SY|113345001|113345001||
4534561|S2379836|SNOMEDCT_US|648855010|FN|113345001|113345001||
4430973|S2379847|SNOMEDCT_US|383410019|PT|113345001|113345001||
4429531|S2377759|SNOMEDCT_US|36112013|PT|21522001|21522001||
3902288|S1566523|SNOMEDCT_US|481053019|SY|21522001|21522001||
4429548|S2377803|SNOMEDCT_US|750827015|FN|21522001|21522001||
3001525|S0269671|SNOMEDCT_US|1481531015|PT|387440002|387440002||
3008863|S0269671|SNOMEDCT_US|129011014|PT|77731008|77731008||
3187598|S0545301|SNOMEDCT_US|1492078014|SY|387440002|387440002||
3190010|S0545301|SNOMEDCT_US|129012019|SY|77731008|77731008||
3189447|S0544710|SNOMEDCT_US|1234162014|SY|77731008|77731008||
3187029|S0544708|SNOMEDCT_US|129013012|SY|77731008|77731008||
3187028|S0544708|SNOMEDCT_US|1492079018|SY|387440002|387440002||
3001953|S0270338|SNOMEDCT_US|1204693010|FN|77731008|77731008||
3002057|S0270449|SNOMEDCT_US|1461618011|FN|387440002|387440002||
3008788|S0269659|SNOMEDCT_US|129014018|SY|77731008|77731008||
3001514|S0269659|SNOMEDCT_US|1492080015|SY|387440002|387440002||
3683821|S1250658|SNOMEDCT_US|769781016|FN|37839007|37839007||
3690933|S1250656|SNOMEDCT_US|63123011|PT|37839007|37839007||
3691014|S1250684|SNOMEDCT_US|2164902017|SY|37839007|37839007||
4545630|S2396129|SNOMEDCT_US|834332010|FN|9109004|9109004||
4442679|S2396128|SNOMEDCT_US|16036016|PT|9109004|9109004||
3856065|S1506626|SNOMEDCT_US|148593018|PT|89626004|89626004||
3863875|S1506626|SNOMEDCT_US|1211410011|PT|372892004|372892004||
3856148|S1506682|SNOMEDCT_US|1205236019|FN|89626004|89626004||
3856161|S1506815|SNOMEDCT_US|1198187012|FN|372892004|372892004||
3927048|S1605000|SNOMEDCT_US|14146019|PT|7947003|7947003||
3935332|S1605000|SNOMEDCT_US|1481549015|PT|387458008|387458008||
3011575|S0275548|SNOMEDCT_US|14145015|SY|7947003|7947003||
3011574|S0275548|SNOMEDCT_US|1492088010|SY|387458008|387458008||
3927298|S1605318|SNOMEDCT_US|1204780013|FN|7947003|7947003||
3927335|S1605402|SNOMEDCT_US|1461636011|FN|387458008|387458008||
3962525|S1647214|SNOMEDCT_US|812932014|FN|72633008|72633008||
3954302|S1647212|SNOMEDCT_US|120650016|PT|72633008|72633008||
3984708|S1676807|SNOMEDCT_US|472316010|PT|350631001|350631001||
6918761|S1676807|SNOMEDCT_US|2578362013|PT|418067008|418067008||
3976989|S1676841|SNOMEDCT_US|1194540016|FN|350631001|350631001||
6942576|S3951641|SNOMEDCT_US|2574933011|FN|418067008|418067008||
14338563|S1857089|SNOMEDCT_US|3036739016|SY|111396008|111396008||
10209888|S1857091|SNOMEDCT_US|178636012|SY|111396008|111396008||
5830656|S3729357|SNOMEDCT_US|189418015|PT|111396008|111396008||
4106474|S1857075|SNOMEDCT_US|189416016|SY|111396008|111396008||
5831080|S3729354|SNOMEDCT_US|189419011|SY|111396008|111396008||
4098846|S1857095|SNOMEDCT_US|189417013|SY|111396008|111396008||
5830657|S3729358|SNOMEDCT_US|189420017|SY|111396008|111396008||
2844543|S0035709|SNOMEDCT_US|187779010|SY|111396008|111396008||
2844542|S0035708|SNOMEDCT_US|361952015|SYGB|111396008|111396008||
3655206|S1210498|SNOMEDCT_US|189422013|SY|111396008|111396008||
3967683|S1655246|SNOMEDCT_US|189415017|SY|111396008|111396008||
5813290|S3714128|SNOMEDCT_US|189423015|SY|111396008|111396008||
5831081|S3729355|SNOMEDCT_US|631069017|FN|111396008|111396008||
4098847|S1857096|SNOMEDCT_US|1219644013|SY|111396008|111396008||
4183569|S1958459|SNOMEDCT_US|187780013|SY|111396008|111396008||
2884488|S0094987|SNOMEDCT_US|187778019|SY|111396008|111396008||
2884528|S0095085|SNOMEDCT_US|189421018|SY|111396008|111396008||
4243742|S2077018|SNOMEDCT_US|9881017|PT|5294002|5294002||
4262474|S2077016|SNOMEDCT_US|791005012|FN|5294002|5294002||
4110689|S1874705|SNOMEDCT_US|2155394013|PT|9944001|9944001||
4118432|S1874705|SNOMEDCT_US|1211432019|PT|372914003|372914003||
4109440|S1873375|SNOMEDCT_US|2536536015|SY|372914003|372914003||
4109441|S1873375|SNOMEDCT_US|2154373015|SY|9944001|9944001||
4111228|S1875395|SNOMEDCT_US|1205491011|FN|9944001|9944001||
4111243|S1875453|SNOMEDCT_US|1198209018|FN|372914003|372914003||
4119756|S1886878|SNOMEDCT_US|151226015|PT|91272006|91272006||
4119741|S1886840|SNOMEDCT_US|1205304012|FN|91272006|91272006||
4145499|S1904802|SNOMEDCT_US|415039016|PT|278201002|278201002||
4126836|S1904799|SNOMEDCT_US|671328010|FN|278201002|278201002||
4126842|S1904810|SNOMEDCT_US|122055019|PT|73504009|73504009||
4126843|S1904811|SNOMEDCT_US|813900016|FN|73504009|73504009||
4151275|S1912516|SNOMEDCT_US|159213017|PT|96154009|96154009||
4132709|S1912517|SNOMEDCT_US|840458016|FN|96154009|96154009||
4132712|S1912519|SNOMEDCT_US|159214011|SY|96154009|96154009||
3135849|S0466256|SNOMEDCT_US|159215012|SY|96154009|96154009||
4154840|S1942504|SNOMEDCT_US|481559011|SY|23238000|23238000||
4172742|S1942496|SNOMEDCT_US|752735015|FN|23238000|23238000||
4172743|S1942498|SNOMEDCT_US|39019015|PT|23238000|23238000||
4172741|S1942495|SNOMEDCT_US|481563016|PTGB|23238000|23238000||
