id	effectiveTime	active	moduleId	sourceId	destinationId	relationshipGroup	typeId	characteristicTypeId	modifierId
999999116024	20150731	1	900000000000207008	99910001005	10001005	0	116680003	900000000000011006	900000000000451002
993244643023	20150731	1	900000000000207008	99910001005	409822003	0	246075003	900000000000011006	900000000000451002
993599901021	20150731	1	900000000000207008	99910001005	441862004	0	370135005	900000000000011006	900000000000451002
994799053020	20150731	1	900000000000207008	99910001005	87628006	0	116680003	900000000000011006	900000000000451002
994799054025	20150731	1	900000000000207008	99910001005	91302008	0	116680003	900000000000011006	900000000000451002
994799055029	20150731	1	900000000000207008	99910001005	409774005	0	116676008	900000000000011006	900000000000451002
989999116024	20150731	0	900000000000207008	99810001005	10001005	0	116680003	900000000000011006	900000000000451002
983244643023	20150731	0	900000000000207008	99810001005	409822003	0	246075003	900000000000011006	900000000000451002
983599901021	20150731	0	900000000000207008	99810001005	441862004	0	370135005	900000000000011006	900000000000451002
984799053020	20150731	0	900000000000207008	99810001005	87628006	0	116680003	900000000000011006	900000000000451002
984799054025	20150731	0	900000000000207008	99810001005	91302008	0	116680003	900000000000011006	900000000000451002
984799055029	20150731	0	900000000000207008	99810001005	409774005	0	116676008	900000000000011006	900000000000451002
