id	effectiveTime	active	moduleId	refsetId	referencedComponentId	mapTarget
0001406e-99ce-5ebe-b84e-99691c094948	20020131	1	900000000000207008	900000000000497000	91935009	Xa1no
000206c6-1aec-5e6b-a084-2403022a3586	20020131	1	900000000000207008	446608001	61685007	C76.5
000269b4-bbe2-5133-a8ef-3da4b0b90c03	20020131	1	900000000000207008	900000000000498005	260910000	G-C0B6
0002bb7c-0a43-522e-9d68-4cbffb4861ba	20020131	1	900000000000207008	900000000000498005	126583006	D1-F122F
0003b260-01ed-54a3-aca6-2bd1096addae	20050731	1	900000000000207008	900000000000497000	417470001	XUd70
00053c9d-702a-5ebd-9bd6-9e0531c5f11f	20020131	1	900000000000207008	900000000000497000	363536003	XUAcW
0005abaa-dce2-5702-b042-613c6639a236	20020131	1	900000000000207008	900000000000498005	362012001	T-32027
0007d92d-cddf-5038-8632-29107335fd86	20020731	1	900000000000207008	446608001	361929003	C30.0
0007f8b4-55d6-5dbc-a2ea-b37abadd5870	20020131	1	900000000000207008	900000000000498005	263591006	G-C576
000b3687-e048-5ac8-8e15-b06d4ab7f2ab	20020131	1	900000000000207008	900000000000498005	281467004	T-D320B
000fae97-e717-5d9d-b36c-e892a01c9162	20020131	1	900000000000207008	900000000000497000	278114005	Xa0cm
0013c61c-55c4-526e-9515-3cc7b7853a77	20020131	1	900000000000207008	900000000000498005	11406003	DD-52252
00152245-97a8-5a91-8da9-1076db4ba9d2	20040131	1	900000000000207008	900000000000497000	407198000	XUam2
001bce76-b316-54a9-911d-1a224c9ff673	20020131	1	900000000000207008	900000000000497000	260815006	X903F
001f51cf-2981-5bba-8c13-2aff0324f82c	20020131	1	900000000000207008	900000000000498005	249376008	F-00CB0
0025c7b0-7035-527a-adf3-d10a043a0c0d	20120731	1	900000000000207008	900000000000497000	450985002	XUlQV
002f43da-fd31-59bb-8b3c-75dfedcd469f	20130131	1	900000000000207008	900000000000497000	457331007	XUlU7
002fee75-3f40-5de1-a656-84fd0bb7cec3	20020131	1	900000000000207008	900000000000497000	364186005	XUT3H
0033890c-e4da-56f9-b494-ec128beabb5e	20020731	1	900000000000207008	900000000000498005	373873005	R-003EB
0035281a-75a8-5f5c-b790-15e56c637ca9	20020131	1	900000000000207008	900000000000497000	90460009	XA007
00364894-bba7-55a4-9fd9-ceb26cacb348	20020131	1	900000000000207008	900000000000497000	33359002	X78w6
0036ca08-2563-5a33-b3aa-e356bf881e4e	20020131	1	900000000000207008	900000000000498005	900000000000481005	R-5004C
003a3534-34de-5ba7-a1dc-d3d926e46554	20020131	1	900000000000207008	900000000000498005	80266002	T-D6220
003b4e95-16c8-52b4-86e0-40c00ff9cd02	20020131	1	900000000000207008	900000000000498005	29857009	F-37000
003e0261-2fd3-59f5-98cf-7b02fd51f921	20020131	1	900000000000207008	900000000000497000	50653002	XUFRc
003ed769-5aac-5064-a199-c05eeecdb474	20020131	1	900000000000207008	900000000000498005	92285007	D1-F3200
00442947-82ee-5524-9562-81f07b2741b5	20140131	1	900000000000207008	900000000000498005	76661000119108	R-FB5A3
00450841-09fe-539b-bdec-050b43fb3c89	20020131	1	900000000000207008	900000000000497000	111253001	XU2qa
004746e3-0eab-53a4-bf2d-613e1bc04317	20030731	1	900000000000207008	900000000000497000	397430003	XUYJV
00476b19-9213-513e-93a8-26cc1df4687a	20030131	1	900000000000207008	900000000000497000	394854006	XaIk0
0047d167-3a8e-5c49-aad5-f2fcac6256af	20030731	1	900000000000207008	900000000000497000	403382002	XUZoo
0048196f-1bd8-5c48-907d-25366a72005b	20020131	1	900000000000207008	900000000000497000	272519000	XM0L8
00494ce3-b251-5d97-ab9b-7daa07b0862d	20020131	1	900000000000207008	900000000000497000	313204009	XaEFY
