id	effectiveTime	active	moduleId	refsetId	referencedComponentId	mapGroup	mapPriority	mapRule	mapAdvice	mapTarget	correlationId
03f568b2-a473-5a3d-8bd1-1c9b238094e8	20030731	1	900000000000207008	447563008	41569004	1	1			527.2	447557004
03fc34ac-9992-5ae4-a538-a0649320ca8d	20130731	1	900000000000207008	447563008	609631007	1	1				447556008
04242146-4e69-538b-be6d-a6d57e4e11c3	20050731	1	900000000000207008	447563008	308930007	1	1				447556008
04305256-3f09-5334-8295-9e76ef27f329	20020731	1	900000000000207008	447563008	116339002	1	1				447556008
0431abfb-2b35-5fdb-9921-d65d44222260	20030731	1	900000000000207008	447563008	84410009	1	1			569.9	447558009
043943fd-cf2f-5793-9bdb-e932aac07157	20080731	1	900000000000207008	447563008	430813008	1	1			V16.0	447557004
043a7c1f-592d-5185-8025-13256cdde5bc	20020131	1	900000000000207008	447563008	239742004	1	1			718.47	447558009
045859bb-2337-5741-9fbe-50483052e411	20020731	1	900000000000207008	447563008	297176007	1	1			442.89	447558009
046d412d-9553-53b2-b858-14ffb91273e2	20020131	1	900000000000207008	447563008	90338005	1	1			824.7	447557004
047307fa-c66d-56b3-9e9a-5d14a849cea7	20090131	0	900000000000207008	447563008	276435006	1	1			780.96	447558009
048279e0-d74c-5aaa-a4c7-50240095b433	20030731	0	900000000000207008	447563008	206014007	1	1			760.9	447558009
04947f91-b3d0-550b-99d9-d6e82ec65923	20120131	1	900000000000207008	447563008	449762008	1	1			959.9	447558009
04b2d964-9f7d-5272-a605-78458231db7f	20030731	1	900000000000207008	447563008	55342001	1	1			238.9	447558009
04b5d70d-9d0b-58c9-979b-26f2481c1aad	20090131	1	900000000000207008	447563008	416605008	1	1			537.0	447557004
04c14ee0-2313-5fc1-b0e4-f3724701be50	20110731	1	900000000000207008	447563008	448710000	1	1			170.9	447558009
04d829ea-6aaa-502e-9500-426797b7a52a	20030731	1	900000000000207008	447563008	49483002	1	1			519.3	447557004
04e93bc5-2536-5496-9537-d421c04fea66	20050731	1	900000000000207008	447563008	310301000	1	1				447556008
04f4d57f-b93c-5cb4-92ea-983cd5cc1340	20020731	1	900000000000207008	447563008	301282008	1	1				447556008
04fbc232-4174-55d7-b694-0fea8136af57	20030731	0	900000000000207008	447563008	225550006	1	1			879.9	447558009
051f37c2-23d9-5de0-ae27-c2ef4501ffb4	20020131	1	900000000000207008	447563008	94050001	1	1			171.5	447558009
052c3681-be49-5792-98a7-1276ef3a7e67	20020131	1	900000000000207008	447563008	71555008	1	1			813.82	447557004
0535656b-4f5b-52fe-a51d-a259e6fcf3c0	20050731	1	900000000000207008	447563008	400209005	1	1			959.9	447558009
054357a8-56b4-59af-8dab-b76fa09576b8	20040131	1	900000000000207008	447563008	25702006	1	1			305.00	447557004
055c30ae-b018-5b82-bd3d-74ff9451de15	20140131	1	900000000000207008	447563008	297249002	1	1				447556008
05648d99-39c1-57ed-b899-17d6378e5dfb	20020131	1	900000000000207008	447563008	86844009	1	1			812.10	447557004
056667b2-3134-58ea-a1ce-ebb84ea43f25	20020131	1	900000000000207008	447563008	92111001	1	1			229.8	447558009
05780272-038b-51c9-9b15-122f45705db9	20081031	0	900000000000207008	447563008	128614008	1	1			323.9	447558009
057edb32-01f0-5ae9-b636-8f5afbca34b4	20030731	1	900000000000207008	447563008	255047001	1	1			227.9	447558009
0586058f-c826-5db0-96ad-46ae5379856b	20030731	1	900000000000207008	447563008	398232005	1	1				447556008
05999283-11bd-5270-b031-1e762454bdde	20031031	1	900000000000207008	447563008	76612001	1	1			289.89	447558009
05a9a357-dedf-5272-9555-b466804055f7	20030731	0	900000000000207008	447563008	11061003	1	1			304.90	447558009
05c6dfb2-cca1-533d-9a73-36dd38d6089f	20060131	0	900000000000207008	447563008	399079008	1	1			724.5	447557004
05ceceba-906a-5913-9e0a-19492a23718b	20020131	1	900000000000207008	447563008	61112000	1	1			711.04	447557004
05d6dc41-e9b3-5f02-ab5d-36781d2afb5e	20050930	1	900000000000207008	447563008	24121004	1	1			327.02	447558009
060be4d7-55cd-50eb-b093-98bca0541150	20080131	1	900000000000207008	447563008	428339009	1	1			719.97	447558009
06100c4f-ec35-5962-90b8-ea6733db8347	20030731	0	900000000000207008	447563008	105974005	1	1			473.9	447560006
0619b9ba-a8f1-56a4-b9b0-2f236494341a	20081031	1	900000000000207008	447563008	928000	1	1			729.99	447558009
061fef37-54ae-5213-8937-ef93ea642a15	20020131	1	900000000000207008	447563008	128524007	1	1			569.9	447557004
06334ffc-a15d-5783-b25d-dddf5c34e31a	20090131	0	900000000000207008	447563008	315058005	1	1			154.0	447558009
064129be-9733-5bc7-9536-ae02b991246e	20020731	1	900000000000207008	447563008	282773000	1	1			959.7	447558009
06761ecf-2e13-54e4-890f-172d96ff24f0	20140131	1	900000000000207008	447563008	132221000119109	1	1			453.72	447557004
0679780f-2d9d-58f6-ad66-be4963d3e2d4	20091031	1	900000000000207008	447563008	85828009	1	1			279.49	447557004
0679c000-caf2-59fd-88e8-ed048cc0418f	20020131	1	900000000000207008	447563008	128130001	1	1			719.93	447558009
067d2521-d533-5451-bebc-333c71ee2697	20050930	1	900000000000207008	447563008	252028009	1	1			599.69	447558009
0686d821-ff39-5ffb-8620-1675013fecce	20020731	1	900000000000207008	447563008	301096006	1	1				447556008
068d966a-0182-54f1-b4e4-5e3cf6f5b20e	20030731	0	900000000000207008	447563008	312149008	1	1			118	447558009
069eb1aa-1d2f-5306-864e-20196193bf99	20090131	0	900000000000207008	447563008	111222003	1	1			836.0	447557004
069f3fa0-3569-59e8-8daf-7fad5207d161	20030731	0	900000000000207008	447563008	298766001	1	1			719.91	447558009
06bccb09-d893-55a1-8081-81679f322ffa	20020131	1	900000000000207008	447563008	42945005	1	1			813.91	447557004
06c032c6-9bee-5584-ad47-4d9b8154fd19	20030731	1	900000000000207008	447563008	78490005	1	1			813.14	447557004
06ce19d2-4111-59bd-8fee-f03fad5d921f	20070731	1	900000000000207008	447563008	414942001	1	1			827.1	447558009
06d378df-fd54-5fc8-af45-3d6a86d3c345	20030731	0	900000000000207008	447563008	282780003	2	1			E928.9	447558009
0706a615-b621-5bd8-924e-6d056d5c63e2	20091031	1	900000000000207008	447563008	430940009	1	1			719.91	447558009
07077622-6c65-5cfb-88a7-88fe706b3cba	20030731	0	900000000000207008	447563008	118929006	1	1				447556008
07179b17-5ecd-5f71-95f9-d51fc023c04d	20020731	1	900000000000207008	447563008	309531006	1	1			729.89	447558009
0726b73b-9115-55d5-8d8d-4f12f04683a2	20030731	0	900000000000207008	447563008	365982000	1	1			305.1	447558009
072aca24-3a42-5785-9771-fd436b456d1c	20020131	1	900000000000207008	447563008	263017003	1	1			839.8	447558009
073b22c8-7d66-54fc-9c03-77aad0126640	20091031	1	900000000000207008	447563008	297156001	2	1			453.84	447559001
0744aa64-85f4-53c6-8406-96292ffbf637	20050731	0	900000000000207008	447563008	309012006	1	1			V68.81	447558009
0746b4ad-8a9a-5da2-8b49-8a06914e643e	20030731	0	900000000000207008	447563008	128612007	1	1			345.5	447558009
0778335a-3d42-5e2e-a006-49b262d109af	20020731	1	900000000000207008	447563008	285116001	1	1				447556008
078c7549-70f3-56b5-a2b6-f6ab39ad699c	20060731	1	900000000000207008	447563008	161525004	1	1			V12.61	447557004
07aa785d-9dae-5cfe-8a30-d7f773fcf565	20060930	0	900000000000207008	447563008	41427001	1	1			519.1	447558009
07ad43f1-f293-5c74-82de-143301786273	20020131	1	900000000000207008	447563008	125606003	1	1			805.00	447557004
07b64a6e-d2db-5dc1-bbb0-55c26688af14	20020731	1	900000000000207008	447563008	373716002	1	1			829.0	447558009
07cb679c-3174-58ca-b92d-c3c628501695	20020131	1	900000000000207008	447563008	28576007	1	1			821.10	447557004
07cfff7f-7763-5f40-ae8c-0f8bd7c715cf	20020131	1	900000000000207008	447563008	128272009	1	1			519.9	447558009
07e26036-e825-501a-9001-4bf5f46f6aed	20030731	0	900000000000207008	447563008	111224002	1	1			836.2	447559001
07f39719-ac04-517d-b81b-c23b58fb28fc	20030731	1	900000000000207008	447563008	255168002	1	1			211.0	447558009
07f896fe-b6b6-5c93-bde5-99329a1958bd	20020731	1	900000000000207008	447563008	363173007	1	1			733.90	447558009
07fc38bc-ad94-52c4-beaa-65b49c15cd1b	20090131	1	900000000000207008	447563008	71831005	1	1			345.10	447558009
0813e24c-7f5d-5640-a856-46a736840679	20140131	1	900000000000207008	447563008	698457005	1	1			V15.1	447558009
08266700-2c08-5ac8-ac36-9510488ad7dc	20020131	1	900000000000207008	447563008	160926000	1	1				447556008
083534ed-21e5-5477-b4e4-27b1842a95d9	20020131	1	900000000000207008	447563008	123561001	1	1			755.60	447558009
08397595-6ec9-57dd-932d-0eaf72ed0537	20070731	1	900000000000207008	447563008	427702008	1	1			537.89	447558009
083ab14d-15c6-5cf2-95c2-a661a7e3b848	20030731	1	900000000000207008	447563008	263031003	1	1			839.8	447559001
0862954c-2e31-53ce-9526-cfff8bf22682	20020131	1	900000000000207008	447563008	74345006	1	1			758.9	447557004
086a7359-231d-5aa8-9ab7-e82fe89ec857	20060930	1	900000000000207008	447563008	219084006	1	1			995.29	447557004
08921253-a819-5b7d-8ebb-a35f53273c58	20030731	0	900000000000207008	447563008	202996008	2	1			727.89	447558009
089868f2-f89e-5844-b3f6-98e8d4b11530	20130731	1	900000000000207008	447563008	609520005	1	1			779.9	447558009
089a2ab1-54aa-5fc9-946a-26d835cb11c6	20030731	1	900000000000207008	447563008	206014007	1	1			760.70	447558009
08a29720-2320-5214-9b7f-8d6c715c1d90	20030731	1	900000000000207008	447563008	312135004	2	1			079.89	447558009
08b196fa-d1c5-50e1-aac1-24a4db052451	20120131	1	900000000000207008	447563008	449741007	1	1				447556008
08bbda47-6a6a-579f-8df0-d43dd7190d3d	20081031	0	900000000000207008	447563008	126763008	1	1			759.89	447558009
08ced3a4-fa6e-5f22-8550-4192da1f3ccd	20110131	0	900000000000207008	447563008	307496006	1	1			562.01	447558009
08fa9e1d-e520-5c37-b9ef-12e2d22efa41	20020131	1	900000000000207008	447563008	92191000	1	1			229.8	447558009
08fbeabf-bdcf-54d5-b81c-e63c6fb7360d	20031031	1	900000000000207008	447563008	27624003	1	1			799.89	447558009
09043bcb-7cd5-5e95-b447-59575a7d96db	20030731	0	900000000000207008	447563008	366269007	1	1			596.9	447558009
090cd382-f94b-5d60-99f2-4c07043efa26	20020731	1	900000000000207008	447563008	315597005	1	1			682.3	447558009
0913797c-848d-590e-9fd9-4c3227505f09	20081031	1	900000000000207008	447563008	239999004	1	1			729.99	447558009
091a40ca-7295-5466-8a3b-56fc0b33661f	20030731	1	900000000000207008	447563008	239164002	1	1				447556008
091c49f4-ea28-559a-9444-106effdd7ab4	20020731	1	900000000000207008	447563008	202148007	1	1			718.11	447557004
092cf30f-1324-5186-b61d-2120954e7513	20081031	1	900000000000207008	447563008	127279002	1	1			959.7	447557004
09323cf7-8f5d-5bf1-9bec-dd347a00104c	20140731	1	900000000000207008	447563008	97171000119100	1	1			620.8	447558009
093d3a5b-32aa-5da3-b710-7e51b502476e	20030731	1	900000000000207008	447563008	22591001	1	1			717.5	447558009
0948f0b6-dc56-57fe-b11b-8683100c3bb1	20060930	0	900000000000207008	447563008	408672009	1	1			995.2	447557004
094b8c6a-ee9b-5c6e-a57b-582e6c4e8fce	20020731	1	900000000000207008	447563008	275336002	1	1			727.81	447558009
094c3380-e837-5474-8acd-cea5b458e1b5	20020131	1	900000000000207008	447563008	3716002	1	1			240.9	447557004
09501ead-26fb-507f-b29e-4aff11397f53	20020131	1	900000000000207008	447563008	20274005	1	1			807.01	447559001
095434dc-be43-5ca0-8dd0-a5c98c134e02	20030731	0	900000000000207008	447563008	268005002	1	1			727.9	447558009
0968ffb6-8c78-59e8-b40d-85d6e52ac7b5	20081031	1	900000000000207008	447563008	23186000	1	1			346.40	447557004
09981762-ea87-59a8-a4c0-13d5f2d534e7	20020131	1	900000000000207008	447563008	28081005	1	1			807.19	447557004
09c399fa-0a76-54e2-b8b7-8e4ac2cdd725	20020131	1	900000000000207008	447563008	92433007	1	1			211.8	447558009
09c7d17d-ccd3-5a80-84fd-c6cee1ae979b	20020131	1	900000000000207008	447563008	62950007	1	1			323.9	447558009
09e09a49-c97e-50bc-9f35-194d787f9bc9	20060930	0	900000000000207008	447563008	95643007	2	1			323.8	447558009
09e83e74-da58-5bc0-9ce5-ce213879dbd8	20130131	1	900000000000207008	447563008	473083009	1	1			996.62	447557004
0a0fba24-1dae-577e-9cbd-15e52e69a544	20140131	1	900000000000207008	447563008	91411000119105	1	1			292.85	447558009
0a18d3ed-a0e4-5b60-ac8c-326b5ebb24ef	20090731	0	900000000000207008	447563008	297132000	2	1			E887	447558009
0a266f0a-d139-5c71-a1cb-666ed466f598	20020131	1	900000000000207008	447563008	49298003	1	1			682.2	447558009
0a389849-ca28-55c8-9f94-dc874d7525a5	20020131	1	900000000000207008	447563008	4985009	1	1			599.9	447558009
0a3ad46f-8546-5223-9cd0-ee828e67ab21	20091031	0	900000000000207008	447563008	28055006	1	1			348.8	447558009
0a3dfd31-6214-53af-969f-a84cfad80b46	20030731	1	900000000000207008	447563008	128138008	1	1			719.97	447558009
0a43a00b-5da4-5590-9855-f774b655008e	20091031	0	900000000000207008	447563008	126632002	1	1			239.8	447558009
0a493c87-38df-5b3c-8c7e-030ecc899a25	20111001	1	900000000000207008	447563008	80423007	1	1			512.89	447557004
0a6b8b69-a3de-586f-b97f-d24c90082808	20020131	1	900000000000207008	447563008	95463009	1	1			756.9	447558009
0a731291-0bbc-55f0-a0e6-0dffd7292c5c	20060731	1	900000000000207008	447563008	312824007	1	1			V16.0	447558009
0a964c52-3bb2-5401-ab7f-b0ce105c6e71	20020131	1	900000000000207008	447563008	126859007	1	1			239.0	447558009
0aac490c-f968-54f9-845a-530bed602e16	20020131	1	900000000000207008	447563008	281528007	1	1			813.01	447559001
0abeef5b-aa2f-5d32-8cc6-f2c059f076d3	20030731	0	900000000000207008	447563008	363171009	1	1				447556008
0ac156da-84a8-51e6-8943-25142f843342	20020131	1	900000000000207008	447563008	125653000	1	1			883.0	447557004
0acdf29e-0a2a-52a4-ab59-83fdf862f321	20030131	0	900000000000207008	447563008	270478005	1	1			780.52	447558009
0adccc9d-6534-5361-bd5c-527c63600543	20020731	1	900000000000207008	447563008	271095000	1	1			736.89	447558009
0ae37f63-7565-5792-ad27-6b2f041e927b	20030731	1	900000000000207008	447563008	244938009	1	1			629.9	447557004
0af2837d-3bf2-5e6d-8556-010d6c6e98e3	20100731	1	900000000000207008	447563008	444998005	1	1			711.95	447558009
0b1243f9-0d54-574b-8690-6bdbcddc7a34	20020131	1	900000000000207008	447563008	73316002	1	1			814.07	447559001
0b23a93a-81be-5368-bf70-e89970508eed	20050131	1	900000000000207008	447563008	413877007	1	1			823.82	447558009
0b2d70b9-8f4e-58eb-b371-119d1e397ade	20150131	1	900000000000207008	447563008	704167003	1	1			733.12	447557004
0b2de30d-566c-52c7-9333-ab55e547a62f	20020731	1	900000000000207008	447563008	118435004	1	1				447556008
0b4155d9-72a9-5a3d-a834-32a8e5790455	20020731	1	900000000000207008	447563008	271960000	1	1			562.10	447558009
0b5328e4-5234-53da-b3d1-3d4bc0f675a8	20090731	0	900000000000207008	447563008	294891001	1	1			995.3	447560006
0b860ef2-36c1-5fe4-9293-15f82701bd1f	20101001	1	900000000000207008	447563008	442438000	1	1			488.02	447558009
0bbfb643-e627-5d26-b1d1-f0acdd72c1be	20020131	1	900000000000207008	447563008	33308003	1	1			724.9	447557004
0bc9d719-c32a-515b-a15f-0e2071a67d2e	20110731	1	900000000000207008	447563008	449293008	1	1			171.9	447558009
0be182eb-1573-584a-be71-aed4d88083ca	20020131	1	900000000000207008	447563008	367527001	1	1			825.30	447558009
0be1956c-9a06-50d8-aa84-e483f7b1d62e	20030731	1	900000000000207008	447563008	363171009	1	1			796.4	447558009
0be60174-eabf-595d-a141-838c774a64cc	20020131	1	900000000000207008	447563008	41291007	1	1			995.1	447557004
0bf28647-b967-5f82-a6bc-d4d920edba97	20020731	1	900000000000207008	447563008	300296006	1	1			537.89	447558009
0c09a849-7d8f-516b-a348-caa978ef8085	20081031	1	900000000000207008	447563008	300848003	1	1			729.99	447558009
0c0cb96b-0e84-5439-b7fc-5f8c4e02f42f	20020731	1	900000000000207008	447563008	255167007	1	1			211.9	447558009
0c192a1b-e169-5ea1-8ec9-c84d9409fc6e	20020131	1	900000000000207008	447563008	111261006	1	1			736.89	447558009
0c19e974-8fe2-5129-9235-c8c7c7984631	20020731	1	900000000000207008	447563008	190631007	1	1			266.9	447558009
0c2ce01a-1cb1-54c3-8002-d8e356607627	20140131	1	900000000000207008	447563008	699035003	1	1				447556008
0c3037e0-da10-59ba-a951-94cd380bd30f	20020731	1	900000000000207008	447563008	230191005	1	1			323.9	447558009
0c715530-6428-52b7-8703-197963d8461d	20020131	1	900000000000207008	447563008	65354004	1	1			809.0	447557004
0c8bdd91-a722-56bd-90d9-edae677f22dc	20020131	1	900000000000207008	447563008	128487001	1	1			429.2	447558009
0c8e6acd-64f1-5fe0-8481-40c5e73c6914	20091031	1	900000000000207008	447563008	126643005	1	1			239.89	447558009
0c98db98-bd6b-50fe-bc91-2780d66e47eb	20020131	1	900000000000207008	447563008	66327008	1	1			736.00	447558009
0c9dab62-5730-5b33-af8f-a6bba1ad0275	20030731	1	900000000000207008	447563008	118938008	1	1			528.9	447557004
0c9fadf1-b1c7-5686-ac8b-d0ed2ea9b402	20030731	1	900000000000207008	447563008	129456006	1	1			277.6	447558009
0ce690a9-8c87-5428-b2c7-bef244321152	20120131	1	900000000000207008	447563008	449756003	1	1			959.9	447558009
0ced1291-df5a-5e21-8bdd-09e6099721c6	20030731	1	900000000000207008	447563008	312225001	1	1			710.9	447558009
0d02be4b-5d5c-5879-8de6-8aaacfd54686	20091031	1	900000000000207008	447563008	126725000	1	1			239.89	447558009
0d10d1aa-dc6e-5944-a055-8f37f957a5aa	20150131	1	900000000000207008	447563008	704011008	1	1			816.10	447558009
0d26ed1a-7087-5e84-8e74-08f881d41f7e	20020131	1	900000000000207008	447563008	249562008	1	1				447556008
0d30f354-aab9-50ff-9515-d3f37a910937	20020131	1	900000000000207008	447563008	47583008	1	1			755.69	447558009
0d32c42b-3f06-5d06-b6c8-7cc76582260a	20081031	0	900000000000207008	447563008	118946009	1	1			729.9	447558009
0d3a97bf-fe19-5fab-ab76-0deafb13f09e	20030131	1	900000000000207008	447563008	386617003	1	1				447556008
0d3f4573-662a-51e9-8f34-94c59d202dc9	20020731	1	900000000000207008	447563008	312999006	1	1			362.89	447558009
0d49b881-d469-5add-b4cc-559487806604	20020731	1	900000000000207008	447563008	364739001	1	1				447556008
0d4b95a7-f467-5b8f-8252-300cd79de0fd	20110131	1	900000000000207008	447563008	128241005	1	1			573.9	447558009
0d7ec920-5b57-530d-9db4-aa37f29f0891	20081031	0	900000000000207008	447563008	118939000	1	1			729.9	447558009
0daccc29-e484-5f23-990a-547413dc9691	20020731	1	900000000000207008	447563008	315596001	1	1			682.6	447558009
0dc19111-c59f-5993-9086-685529709321	20030731	0	900000000000207008	447563008	301854006	1	1			757.9	447558009
0dc6a8d7-7447-5ef4-ba77-b11ea9da1448	20020131	1	900000000000207008	447563008	106062002	1	1				447556008
0dd1a51c-1b52-5c06-9bba-2ab921495df1	20030731	1	900000000000207008	447563008	399858007	1	1				447556008
0de2dabe-794f-534d-9b62-94c2f6a499e2	20020131	1	900000000000207008	447563008	248369007	1	1				447556008
0dfce187-181a-5e96-9a2a-de43764d349d	20090131	1	900000000000207008	447563008	439129009	1	1			453.9	447558009
0e07303c-606b-5a20-a1f0-4adb59b3a7f4	20081031	1	900000000000207008	447563008	416113008	1	1			780.60	447558009
0e0f3058-227a-5c4e-9a19-a5a8d2349074	20070131	1	900000000000207008	447563008	424455005	1	1			733.19	447558009
0e1d463c-9f39-517a-b330-a7abf815235f	20091031	1	900000000000207008	447563008	127231009	1	1			239.89	447558009
0e23962f-e9ea-5ba0-8d7d-3c30086042ca	20140731	1	900000000000207008	447563008	65171000119107	1	1			V43.1	447558009
0e3b9d3f-433b-52af-910d-bc14e8ab190a	20150131	1	900000000000207008	447563008	704181001	1	1			815.04	447558009
0e3cdcf4-3d6f-57ee-9648-8ee9f9bc1b18	20050930	0	900000000000207008	447563008	194437008	1	1			307.41	447557004
0e476e0e-5788-5188-bfe0-afd9a6060287	20020731	1	900000000000207008	447563008	300307005	1	1			751.5	447558009
0e59ccd3-6563-5a50-9f69-851dde75de9e	20150131	1	900000000000207008	447563008	704064007	1	1			733.95	447558009
0e68cbc7-2736-5b04-bce7-3b6781d6646a	20020131	1	900000000000207008	447563008	15474008	1	1			808.9	447557004
0e696d32-bf7a-56b4-81c2-fe9c190d9a8b	20020131	1	900000000000207008	447563008	126895004	1	1			239.5	447558009
0e786c7e-4945-5ec0-9f42-eeead7cd9bc3	20090131	1	900000000000207008	447563008	75023009	1	1			345.90	447558009
